Roll No,Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Extracurricular,MSE s1,MSE s2,MSE s3,MSE s4,MSE s5,CGPA,Grade
1969,20,1,1,11.03904666,1,0,0,0,0,24,17,17,17,13,8.746640372,A
1970,20,1,2,20.01464325,9,1,3,1,1,30,20,20,20,20,9.82,A+
1971,20,1,3,5.567599313,15,0,3,1,1,20,15,15,15,10,7.120201785,B
1972,20,1,1,9.94681547,24,0,1,1,1,24,17,17,17,16,8.074980314,A
1973,20,1,2,19.54996979,27,0,2,1,1,30,20,20,20,20,9.46,A+
1974,20,1,2,10.21455126,14,1,1,1,1,24,17,17,17,17,8.395461351,A
1975,20,0,2,9.146155193,23,1,1,1,1,23,16,16,16,20,7.938815145,B
1976,20,1,1,13.53231749,14,1,2,0,0,26,18,18,18,18,9.224081877,A+
1977,20,0,2,18.03691611,13,0,4,1,1,29,20,20,20,20,9.74,A+
1978,20,0,3,6.826727391,21,1,1,0,0,21,16,16,16,13,7.363616406,B
1979,20,1,3,19.89143326,13,0,2,1,1,30,20,20,20,20,9.74,A+
1980,20,0,1,17.5900226,5,0,1,1,1,29,19,19,19,20,9.9,A+
1981,20,1,3,8.041670642,13,1,1,0,0,22,16,16,16,7,7.776033933,B
1982,20,0,2,16.29790162,16,0,2,0,0,28,19,19,19,20,9.68,A+
1983,20,1,1,11.21046902,17,0,3,0,0,24,17,17,17,18,8.568982187,A
1984,20,0,0,11.48013944,19,1,0,0,0,25,17,17,17,14,8.604994605,A
1985,20,1,1,17.40673477,18,0,4,0,0,29,19,19,19,20,9.64,A+
1986,20,1,3,20.19887479,29,0,0,0,0,30,20,20,20,20,9.42,A+
1987,20,1,2,7.192424689,16,0,3,0,0,22,16,16,16,15,7.538538722,B
1988,20,1,2,11.76535924,15,0,3,1,1,25,17,17,17,18,8.753743365,A
1989,20,0,1,12.70353613,7,1,2,0,0,26,18,18,18,20,9.204410593,A+
1990,20,1,2,11.0759616,6,0,1,0,0,24,17,17,13,17,8.668865919,A
1991,20,0,0,10.87183081,19,1,2,0,0,24,17,17,13,13,8.411392588,A
1992,20,0,1,6.035290384,27,0,3,1,1,21,15,15,6,8,7.031136773,B
1993,20,0,2,15.88615632,11,0,3,0,0,28,19,19,20,20,9.78,A+
1994,20,1,1,12.00777982,8,0,2,0,0,25,18,18,15,20,8.947340628,A
1995,20,0,3,8.252348041,26,1,2,0,0,22,16,16,18,8,7.589348169,B
1996,20,0,1,17.9160767,13,0,3,0,0,29,20,20,20,20,9.74,A+
1997,20,0,2,17.70650053,19,1,4,0,0,29,20,20,20,20,9.62,A+
1998,20,1,2,12.78831421,0,0,3,0,0,26,18,18,19,17,9.27442462,A+
1999,20,1,2,9.864788062,9,1,3,0,0,23,17,17,20,15,8.38019664,A
2000,20,0,1,15.14810907,16,1,2,1,1,27,19,19,20,20,9.68,A+
2001,20,1,0,9.704588779,16,1,3,1,1,23,17,17,17,17,8.247266299,A
2002,20,1,3,8.893456694,16,1,3,0,0,23,16,16,12,18,7.976449729,B
2003,20,0,1,16.58578351,3,0,3,1,1,28,19,19,20,20,9.94,A+
2004,20,0,3,5.849503729,16,1,2,0,0,21,15,15,10,9,7.15031926,B
2005,20,1,4,6.696398438,17,0,2,0,0,21,16,16,12,14,7.366386948,B
2006,20,0,1,5.32781604,19,0,2,0,0,20,15,15,15,4,6.904150134,C
2007,20,1,1,7.601338456,22,0,2,0,0,22,16,16,19,6,7.449575507,B
2008,20,1,2,6.295400135,1,0,2,0,0,21,15,15,17,10,7.530443463,B
2009,20,1,4,20.71248128,7,0,3,1,1,30,20,20,20,20,9.86,A+
2010,20,1,3,9.714821755,12,0,2,1,1,23,17,17,10,13,8.245222883,A
2011,20,1,2,7.544169086,22,0,1,0,0,22,16,16,12,7,7.460357914,B
2012,20,1,2,8.971052902,24,0,3,0,0,23,16,16,19,20,7.854781531,B
2013,20,0,1,19.78417556,29,0,3,0,0,30,20,20,20,20,9.42,A+
2014,20,0,4,13.31360347,21,1,2,0,0,26,18,18,18,19,9.030087594,A+
2015,20,1,4,10.89717039,19,1,1,0,0,24,17,17,20,20,8.483415968,A
2016,20,1,1,18.80831157,21,1,4,1,1,30,20,20,20,20,9.58,A+
2017,20,1,1,11.36651532,14,0,3,0,0,25,17,17,19,15,8.619021168,A
2018,20,0,1,10.43346664,19,0,1,1,1,24,17,17,11,14,8.284040805,A
2019,20,1,1,8.446617017,22,1,0,0,0,22,16,16,11,11,7.686182692,B
2020,20,0,3,11.09906171,8,1,2,1,1,24,17,17,20,13,8.753401663,A
2021,20,1,1,10.14842332,2,1,3,1,1,24,17,17,12,20,8.688904143,A
2022,20,1,0,15.75806159,2,0,1,1,1,28,19,19,20,20,9.96,A+
2023,20,0,1,9.726842073,1,0,2,1,1,23,17,17,13,14,8.525828486,A
2024,20,0,4,14.20088494,0,1,2,0,0,27,18,18,19,19,9.68157461,A+
2025,20,1,2,6.247211456,13,0,3,0,0,21,15,15,20,7,7.291071179,B
2026,20,1,2,8.197831326,16,0,2,1,1,22,16,16,9,12,7.764869028,B
2027,20,1,1,11.55963756,12,1,2,0,0,25,17,17,18,16,8.796149365,A
2028,20,0,4,19.79698839,18,1,4,1,1,30,20,20,20,20,9.64,A+
2029,20,0,3,11.09058644,29,0,1,0,0,24,17,17,14,18,8.217653139,A
2030,20,0,1,15.55226411,22,0,1,0,0,28,19,19,20,20,9.56,A+
2031,20,0,0,9.190245682,14,1,3,0,0,23,16,16,20,17,8.156765731,A
2032,20,0,0,7.198300071,26,0,1,1,1,22,16,16,14,9,7.349495716,B
2033,20,0,1,6.132791557,24,1,3,1,1,21,15,15,4,10,7.116103989,B
2034,20,1,2,9.973098866,13,1,0,0,0,24,17,17,12,11,8.318757781,A
2035,20,1,3,7.674727084,1,1,1,0,0,22,16,16,11,15,7.927035226,B
2036,20,0,2,7.929051414,6,1,4,1,1,22,16,16,18,15,8.044230305,A
2037,20,1,3,17.05625591,16,0,2,1,1,29,19,19,20,20,9.68,A+
2038,20,1,2,5.468592215,17,0,3,0,0,20,15,15,9,1,7.024802442,B
2039,20,0,2,13.89926862,5,0,1,1,1,26,18,18,20,19,9.5416492,A+
2040,20,1,2,11.12495481,26,0,1,0,0,24,17,17,20,18,8.298367543,A
2041,20,0,1,13.10188889,20,0,3,0,0,26,18,18,19,19,9.010039681,A+
2042,20,0,1,13.97735925,7,0,2,0,0,26,18,18,20,18,9.432341617,A+
2043,20,1,2,10.0968308,27,1,2,1,1,24,17,17,15,16,8.162233359,A
2044,20,0,0,9.812804492,26,0,0,1,1,23,17,17,14,13,8.024069627,A
2045,20,0,1,16.63069543,1,0,2,1,1,28,19,19,20,20,9.98,A+
2046,20,0,2,18.77541982,0,0,3,1,1,30,20,20,20,20,10,A+
2047,20,0,4,8.217936505,15,0,3,0,0,22,16,16,16,12,7.816500429,B
2048,20,0,2,6.740736275,6,0,3,1,1,21,16,16,6,7,7.583812322,B
2049,20,0,3,19.18793477,21,0,3,0,0,30,20,20,20,20,9.58,A+
2050,20,0,2,10.66504055,23,0,2,1,1,24,17,17,13,19,8.290334605,A
2051,20,0,2,13.79827052,10,1,2,0,0,26,18,18,18,20,9.37637063,A+
2052,20,1,2,10.81511558,14,1,3,1,1,24,17,17,15,12,8.561069686,A
2053,20,1,3,7.179147454,12,1,1,1,1,22,16,16,18,8,7.629942874,B
2054,20,1,2,14.38960337,29,0,1,1,1,27,18,18,20,20,9.142946873,A+
2055,20,0,2,13.39107992,23,0,4,1,1,26,18,18,18,17,9.081121898,A+
2056,20,0,2,8.37989981,1,0,0,0,0,22,16,16,20,12,8.058073785,A
2057,20,1,2,12.25129625,13,0,1,1,1,25,18,18,17,18,8.897753337,A
2058,20,1,1,17.6191834,23,0,2,0,0,29,20,20,20,20,9.54,A+
2059,20,1,0,14.40662827,5,0,3,1,1,27,18,18,19,20,9.649263071,A+
2060,20,0,0,6.729825088,8,1,2,1,1,21,16,16,16,11,7.606592252,B
2061,20,1,3,13.74700107,27,0,2,0,0,26,18,18,19,20,9.025927458,A+
2062,20,1,1,16.15370688,6,0,4,1,1,28,19,19,20,20,9.88,A+
2063,20,0,1,17.55316409,17,0,3,0,0,29,19,19,20,20,9.66,A+
2064,20,1,2,15.00849567,23,0,3,1,1,27,19,19,20,20,9.501006868,A+
2065,20,0,1,7.596904782,8,1,0,1,1,22,16,16,12,6,7.788811886,B
2066,20,0,2,16.26936192,22,0,1,0,0,28,19,19,20,20,9.56,A+
2067,20,0,1,15.75865094,3,0,2,0,0,28,19,19,20,20,9.94,A+
2068,20,1,4,5.602195957,8,0,1,0,0,20,15,15,19,19,7.21979718,B
2069,20,1,3,11.62718594,3,0,0,1,1,25,17,17,19,20,8.978138915,A
2070,20,0,3,10.40144829,11,0,1,1,1,24,17,17,19,11,8.445442494,A
2071,20,1,2,15.63529878,3,1,2,0,0,28,19,19,20,20,9.94,A+
2072,20,1,2,8.584334858,24,1,3,1,1,23,16,16,14,10,7.825225445,B
2073,20,1,1,14.41356325,29,1,3,0,0,27,18,18,19,20,9.172115067,A+
2074,20,1,0,19.42764829,23,0,0,0,0,30,20,20,20,20,9.54,A+
2075,20,0,0,17.63248135,19,0,2,0,0,29,20,20,20,20,9.62,A+
2076,20,1,2,19.55600923,13,0,1,0,0,30,20,20,20,20,9.74,A+
2077,20,0,2,20.44342615,23,1,2,0,0,30,20,20,20,20,9.54,A+
2078,20,0,2,5.388201976,23,1,2,0,0,20,15,15,15,16,6.963873572,C
2079,20,1,0,14.90930874,6,1,2,0,0,27,19,19,20,20,9.752216787,A+
2080,20,0,2,11.64416841,25,0,3,1,1,25,17,17,17,18,8.522988633,A
2081,20,1,2,18.59773652,12,0,3,0,0,30,20,20,20,20,9.76,A+
2082,20,1,2,9.139339809,21,0,3,0,0,23,16,16,13,10,7.925971715,B
2083,20,0,2,20.48268094,7,0,3,0,0,30,20,20,20,20,9.86,A+
2084,20,0,1,14.76879064,22,0,3,0,0,27,18,18,20,20,9.355253138,A+
2085,20,0,3,17.56613737,4,0,3,0,0,29,19,19,20,20,9.92,A+
2086,20,0,2,6.553770822,11,1,2,0,0,21,16,16,16,18,7.465402451,B
2087,20,1,1,8.076011541,12,0,2,1,1,22,16,16,14,10,7.819330155,B
2088,20,1,1,17.01961269,28,0,3,1,1,29,19,19,20,20,9.44,A+
2089,20,1,2,5.564234787,19,0,0,0,0,20,15,15,6,2,6.918013405,C
2090,20,0,3,17.92921311,13,0,3,0,0,29,20,20,20,20,9.74,A+
2091,20,0,2,5.439206957,27,1,4,0,0,20,15,15,12,9,6.902181992,C
2092,20,0,1,15.44407083,17,0,3,0,0,27,19,19,20,20,9.632873987,A+
2093,20,1,3,10.90146098,26,0,0,1,1,24,17,17,14,19,8.318331643,A
2094,20,0,2,14.73436438,23,1,2,1,1,27,18,18,20,20,9.413934939,A+
2095,20,1,2,16.04937744,24,0,3,1,1,28,19,19,20,20,9.52,A+
2096,20,0,2,10.54961452,19,0,4,0,0,24,17,17,18,16,8.369441732,A
2097,20,1,1,6.901638082,3,1,2,1,1,21,16,16,10,5,7.726601297,B
2098,20,1,2,6.305602387,20,1,3,0,0,21,15,15,19,11,7.22241436,B
2099,20,0,1,14.38344924,17,0,3,0,0,27,18,18,20,19,9.353829231,A+
2100,20,0,4,13.3213055,6,0,1,0,0,26,18,18,17,20,9.318903727,A+
2101,20,1,2,16.76757125,14,0,3,1,1,28,19,19,20,20,9.72,A+
2102,20,1,2,13.15144127,20,1,2,1,1,26,18,18,18,19,9.058296367,A+
2103,20,0,2,11.79360118,5,0,2,0,0,25,17,17,17,15,8.942069481,A
2104,20,0,3,11.41468944,15,1,2,0,0,25,17,17,19,18,8.654967483,A
2105,20,1,3,5.633618485,19,1,3,1,1,20,15,15,5,18,7.103375435,B
2106,20,0,2,10.44200092,23,1,3,1,1,24,17,17,13,19,8.345415632,A
2107,20,1,2,20.40475801,7,0,2,0,0,30,20,20,20,20,9.86,A+
2108,20,1,2,18.81086452,27,0,3,1,1,30,20,20,20,20,9.46,A+
2109,20,0,2,10.34588104,20,0,3,0,0,24,17,17,16,16,8.23053735,A
2110,20,0,1,14.3657063,15,1,3,1,1,27,18,18,19,20,9.489172628,A+
2111,20,0,2,18.40239382,27,0,2,0,0,30,20,20,20,20,9.46,A+
2112,20,0,1,12.08648968,21,0,0,0,0,25,18,18,16,15,8.675181349,A
2113,20,0,3,5.501566769,15,0,2,1,1,20,15,15,11,3,7.068702471,B
2114,20,1,1,6.381273851,2,0,3,1,1,21,15,15,7,14,7.633095102,B
2115,20,1,4,13.16166455,16,0,1,0,0,26,18,18,20,18,9.080250457,A+
2116,20,0,2,20.30239029,8,0,4,0,0,30,20,20,20,20,9.84,A+
2117,20,0,2,16.00548177,24,0,3,0,0,28,19,19,20,20,9.52,A+
2118,20,0,2,6.325362978,2,0,3,0,0,21,15,15,16,13,7.534701495,B
2119,20,1,1,8.167835846,19,0,3,1,1,22,16,16,14,12,7.719780371,B
2120,20,0,1,17.22058223,28,1,2,0,0,29,19,19,20,20,9.44,A+
2121,20,0,0,18.31128515,6,1,3,1,1,30,20,20,20,20,9.88,A+
2122,20,1,2,14.83080467,17,0,2,0,0,27,19,19,20,20,9.512495711,A+
2123,20,1,2,15.24658264,11,0,3,1,1,27,19,19,20,20,9.751766271,A+
2124,20,0,2,5.663027006,18,1,3,0,0,20,15,15,4,10,7.112901874,B
2125,20,0,1,18.1104707,15,0,3,0,0,29,20,20,20,20,9.7,A+
2126,20,0,1,17.48428102,21,0,3,0,0,29,19,19,20,20,9.58,A+
2127,20,1,2,9.251657797,26,0,0,1,1,23,17,17,12,19,7.837608903,B
2128,20,0,3,16.24608231,23,0,0,0,0,28,19,19,20,20,9.54,A+
2129,20,0,2,8.564404989,16,0,3,0,0,23,16,16,13,8,7.823739175,B
2130,20,0,2,5.849580283,19,1,1,1,1,21,15,15,9,2,7.111972301,B
2131,20,1,2,8.351012885,14,1,2,1,1,22,16,16,20,9,7.960214958,B
2132,20,1,0,8.000893638,0,0,2,1,1,22,16,16,9,13,8.035458587,A
2133,20,0,4,10.47607995,1,0,0,0,0,24,17,17,16,13,8.599711108,A
2134,20,0,2,11.73143662,7,0,0,0,0,25,17,17,17,14,8.809154824,A
2135,20,1,1,13.1328272,21,0,3,1,1,26,18,18,17,18,9.042048836,A+
2136,20,1,2,12.63839362,24,0,3,0,0,25,18,18,18,19,8.756895964,A
2137,20,1,1,9.432716093,1,0,2,0,0,23,17,17,19,13,8.410109155,A
2138,20,1,4,5.675988178,18,1,4,0,0,20,15,15,3,8,7.072738578,B
2139,20,1,1,14.63491412,8,0,1,1,1,27,18,18,20,20,9.625165956,A+
2140,20,1,2,11.37825291,8,1,1,0,0,25,17,17,16,19,8.818776208,A
2141,20,1,1,9.868233559,12,0,3,1,1,23,17,17,10,19,8.309216977,A
2142,20,1,2,18.70797178,5,0,3,0,0,30,20,20,20,20,9.9,A+
2143,20,1,2,16.83822923,29,0,2,1,1,28,19,19,20,20,9.42,A+
2144,20,0,2,18.56524186,14,0,4,1,1,30,20,20,20,20,9.72,A+
2145,20,0,2,12.92195458,18,1,4,0,0,26,18,18,19,16,9.060128787,A+
2146,20,0,3,7.258930589,20,0,0,0,0,22,16,16,6,8,7.354337674,B
2147,20,1,0,16.05233345,14,0,1,1,1,28,19,19,20,20,9.72,A+
2148,20,0,1,8.427814355,17,0,3,0,0,22,16,16,8,10,7.760619941,B
2149,20,1,1,12.08579485,6,0,2,1,1,25,18,18,17,15,9.001335806,A+
2150,20,1,4,6.233345606,25,0,0,1,1,21,15,15,6,5,7.028534909,B
2151,20,0,1,18.06035293,10,0,3,0,0,29,20,20,20,20,9.8,A+
2152,20,1,2,7.181298861,7,1,2,0,0,22,16,16,14,16,7.700774506,B
2153,20,0,2,19.27040567,5,1,2,0,0,30,20,20,20,20,9.9,A+
2154,20,0,1,18.66580937,7,0,1,1,1,30,20,20,20,20,9.86,A+
2155,20,0,1,12.44906522,1,0,3,0,0,25,18,18,19,18,9.167133338,A+
2156,20,1,1,16.80128318,18,0,2,1,1,28,19,19,20,20,9.64,A+
2157,20,0,2,14.85803448,15,0,1,1,1,27,19,19,20,20,9.596916821,A+
2158,20,1,1,17.71450999,6,1,2,0,0,29,20,20,20,20,9.88,A+
2159,20,0,0,11.93919046,9,1,2,0,0,25,17,17,20,19,8.963727534,A
2160,20,0,3,17.44590975,11,0,4,0,0,29,19,19,20,20,9.78,A+
2161,20,0,4,12.41599493,16,0,4,1,1,25,18,18,19,16,8.96778644,A
2162,20,1,1,19.85946781,6,1,1,0,0,30,20,20,20,20,9.88,A+
2163,20,1,1,12.78801046,21,1,3,0,0,26,18,18,20,17,8.907279755,A
2164,20,1,0,12.41852201,7,0,3,1,1,25,18,18,15,18,9.131537007,A+
2165,20,0,2,17.43445118,6,0,3,0,0,29,19,19,20,20,9.88,A+
2166,20,0,3,18.00231965,3,0,2,0,0,29,20,20,20,20,9.94,A+
2167,20,1,1,13.84760844,2,1,0,0,0,26,18,18,18,20,9.523716552,A+
2168,20,1,1,8.019077099,18,0,3,1,1,22,16,16,7,12,7.687439709,B
2169,20,1,2,12.49846137,14,1,1,0,0,25,18,18,19,19,8.947427582,A
2170,20,1,2,20.28112782,3,0,1,0,0,30,20,20,20,20,9.94,A+
2171,20,1,0,16.93534078,24,0,3,1,1,29,19,19,20,20,9.52,A+
2172,20,1,2,17.84030717,8,0,4,0,0,29,20,20,20,20,9.84,A+
2173,20,0,1,5.732841093,12,1,1,1,1,21,15,15,14,14,7.255608036,B
2174,20,1,1,12.50003609,17,0,3,0,0,25,18,18,20,16,8.858966307,A
2175,20,0,2,15.28077319,20,1,2,0,0,27,19,19,20,20,9.6,A+
2176,20,0,3,18.13384175,15,0,3,0,0,29,20,20,20,20,9.7,A+
2177,20,1,2,5.988701278,0,1,2,0,0,21,15,15,2,8,7.487442947,B
2178,20,1,3,18.48238267,3,1,1,0,0,30,20,20,20,20,9.94,A+
2179,20,0,2,13.75290346,17,0,1,0,0,26,18,18,19,18,9.160502516,A+
2180,20,1,2,8.291550653,7,1,2,0,0,22,16,16,13,13,7.978595984,B
2181,20,1,2,10.15730337,19,0,1,0,0,24,17,17,11,16,8.166945765,A
2182,20,0,3,9.607793027,15,0,0,0,0,23,17,17,14,20,8.154802909,A
2183,20,0,3,13.48002942,20,0,3,0,0,26,18,18,20,18,9.107387586,A+
2184,20,0,0,6.026221688,10,1,2,0,0,21,15,15,5,8,7.303546587,B
2185,20,1,3,7.688340243,19,1,3,1,1,22,16,16,20,19,7.672339777,B
2186,20,0,3,17.86411401,20,0,1,0,0,29,20,20,20,20,9.6,A+
2187,20,1,2,7.284950967,20,1,3,0,0,22,16,16,7,8,7.45053632,B
2188,20,0,1,8.852830858,20,0,2,1,1,23,16,16,11,17,7.919668856,B
2189,20,0,3,12.27465386,26,1,0,0,0,25,18,18,15,16,8.623844262,A
2190,20,0,3,13.26632493,18,0,2,0,0,26,18,18,17,17,9.021782947,A+
2191,20,1,1,17.10060746,22,0,0,0,0,29,19,19,20,20,9.56,A+
2192,20,1,4,12.18072664,18,0,3,1,1,25,18,18,16,20,8.806808229,A
2193,20,0,0,17.50900522,17,0,3,0,0,29,19,19,20,20,9.66,A+
2194,20,0,1,14.84094255,18,0,2,1,1,27,19,19,20,20,9.545150036,A+
2195,20,0,2,6.981551502,10,0,1,1,1,21,16,16,16,11,7.618985193,B
2196,20,1,2,7.654044597,2,0,1,0,0,22,16,16,18,18,7.871755204,B
2197,20,0,2,12.02052462,7,1,2,1,1,25,18,18,17,18,9.020577184,A+
2198,20,1,0,11.39605723,19,0,3,0,0,25,17,17,18,20,8.534848613,A
2199,20,0,4,16.78846642,18,1,1,0,0,28,19,19,20,20,9.64,A+
2200,20,0,0,14.25591106,9,0,0,0,0,27,18,18,20,20,9.495140448,A+
2201,20,0,1,11.25984793,15,0,2,1,1,24,17,17,13,13,8.591105327,A
2202,20,0,0,7.878493298,4,0,2,0,0,22,16,16,20,11,7.892125814,B
2203,20,0,2,8.75079937,19,1,1,0,0,23,16,16,17,10,7.848857585,B
2204,20,0,3,14.17446029,8,1,2,1,1,27,18,18,20,19,9.617127444,A+
2205,20,1,2,11.80904808,7,0,2,1,1,25,17,17,19,16,8.912134995,A
2206,20,0,3,13.23220569,10,0,2,1,1,26,18,18,17,20,9.22864379,A+
2207,20,1,0,7.877204549,15,0,2,0,0,22,16,16,13,14,7.664282929,B
2208,20,0,2,15.53409726,6,0,3,0,0,28,19,19,20,20,9.88,A+
2209,20,0,2,18.48393597,14,1,0,0,0,30,20,20,20,20,9.72,A+
2210,20,1,2,9.23461455,23,0,1,1,1,23,17,17,11,18,7.901587983,B
2211,20,0,0,12.86799907,28,0,2,0,0,26,18,18,16,17,8.717683008,A
2212,20,1,2,20.39709178,20,1,2,1,1,30,20,20,20,20,9.6,A+
2213,20,1,2,10.40598263,19,1,2,0,0,24,17,17,18,17,8.359465364,A
2214,20,0,2,14.4784987,22,0,3,1,1,27,18,18,19,19,9.376520837,A+
2215,20,1,2,6.625266448,16,0,3,1,1,21,16,16,11,7,7.364530395,B
2216,20,1,1,14.64912226,5,0,1,1,1,27,18,18,20,20,9.688690343,A+
2217,20,0,2,6.616494251,14,0,3,0,0,21,16,16,12,4,7.348183206,B
2218,20,1,1,20.14366233,7,0,2,0,0,30,20,20,20,20,9.86,A+
2219,20,0,3,16.35475237,6,1,1,0,0,28,19,19,20,20,9.88,A+
2220,20,0,2,17.48248559,1,1,4,0,0,29,19,19,20,20,9.98,A+
2221,20,0,1,16.17495672,29,0,3,0,0,28,19,19,20,20,9.42,A+
2222,20,0,4,14.39578501,12,0,4,1,1,27,18,18,19,19,9.567282709,A+
2223,20,1,2,12.22086548,29,0,1,0,0,25,18,18,19,19,8.576630399,A
2224,20,0,0,18.57469702,22,0,1,1,1,30,20,20,20,20,9.56,A+
2225,20,0,2,20.10633261,28,0,2,0,0,30,20,20,20,20,9.44,A+
2226,20,1,1,12.98500713,5,0,3,0,0,26,18,18,18,16,9.271283159,A+
2227,20,0,3,19.71276743,28,0,1,0,0,30,20,20,20,20,9.44,A+
2228,20,0,3,14.29628971,4,0,3,1,1,27,18,18,19,20,9.690813241,A+
2229,20,1,4,13.59708735,19,0,2,0,0,26,18,18,19,19,9.144978351,A+
2230,20,1,2,12.29195362,0,0,2,1,1,25,18,18,17,17,9.22814233,A+
2231,20,1,2,8.477809624,28,0,3,0,0,22,16,16,12,12,7.565979534,B
2232,20,1,2,5.280083613,17,0,3,1,1,20,15,15,17,19,7.028273084,B
2233,20,1,1,8.978985751,14,0,0,0,0,23,16,16,20,12,7.954879307,B
2234,20,1,2,13.15124934,22,0,4,0,0,26,18,18,19,18,8.993335846,A
2235,20,1,2,11.13271037,9,0,2,1,1,24,17,17,15,17,8.740108567,A
2236,20,0,0,12.1986591,2,1,0,1,1,25,18,18,15,15,9.131213623,A+
2237,20,1,2,20.47675008,4,0,3,0,0,30,20,20,20,20,9.92,A+
2238,20,1,3,10.67090354,23,0,4,1,1,24,17,17,19,14,8.368843966,A
2239,20,1,3,12.25617906,28,0,3,0,0,25,18,18,20,20,8.584677026,A
2240,20,0,0,7.299130799,12,0,3,1,1,22,16,16,7,13,7.623831198,B
2241,20,0,0,5.968231393,7,1,3,0,0,21,15,15,6,10,7.416984323,B
2242,20,1,1,17.284148,21,1,4,0,0,29,19,19,20,20,9.58,A+
2243,20,1,3,14.09951606,20,0,0,0,0,26,18,18,19,19,9.179367252,A+
2244,20,1,1,17.05540809,28,0,3,1,1,29,19,19,20,20,9.44,A+
2245,20,0,2,7.553421316,1,0,3,1,1,22,16,16,13,19,7.93280646,B
2246,20,0,1,14.11733644,8,0,0,0,0,27,18,18,20,20,9.47942157,A+
2247,20,1,2,9.167771823,16,0,2,1,1,23,16,16,17,11,8.030568985,A
2248,20,0,1,8.769850485,26,0,2,0,0,23,16,16,17,17,7.690573186,B
2249,20,1,2,5.401515774,17,0,3,1,1,20,15,15,10,4,7.015534389,B
2250,20,0,1,7.249744589,12,0,0,0,0,22,16,16,20,9,7.541617289,B
2251,20,0,2,10.03305951,0,1,3,0,0,24,17,17,13,17,8.595116178,A
2252,20,1,1,7.040336276,11,0,1,0,0,21,16,16,6,9,7.490163098,B
2253,20,1,2,20.55779796,19,0,2,0,0,30,20,20,20,20,9.62,A+
2254,20,1,3,10.02317453,19,0,3,0,0,24,17,17,12,13,8.153415849,A
2255,20,1,1,7.249483615,20,0,2,1,1,22,16,16,12,19,7.46090566,B
2256,20,0,3,8.3190582,4,1,2,0,0,22,16,16,7,12,8.03154415,A
2257,20,0,2,14.36427244,7,0,0,1,1,27,18,18,19,19,9.558947942,A+
2258,20,0,1,6.218454816,26,1,3,1,1,21,15,15,17,20,7.144245892,B
2259,20,1,2,18.63786425,14,0,4,0,0,30,20,20,20,20,9.72,A+
2260,20,0,1,20.1788839,26,1,4,0,0,30,20,20,20,20,9.48,A+
2261,20,1,2,9.060515433,2,1,3,1,1,23,16,16,10,11,8.380834846,A
2262,20,0,2,12.22370418,5,0,1,1,1,25,18,18,15,16,9.042294522,A+
2263,20,1,1,5.566535905,27,0,1,1,1,20,15,15,14,20,6.873461356,C
2264,20,1,2,15.18882572,12,1,1,1,1,27,19,19,20,20,9.76,A+
2265,20,0,3,11.66107201,11,0,2,0,0,25,17,17,18,17,8.744218048,A
2266,20,1,3,9.423131695,18,0,1,1,1,23,17,17,17,14,8.053897319,A
2267,20,1,2,8.439688387,28,0,1,0,0,22,16,16,13,13,7.535165663,B
2268,20,0,4,15.39591454,17,0,3,0,0,27,19,19,20,20,9.620476708,A+
2269,20,1,2,11.69670937,23,0,2,1,1,25,17,17,18,16,8.561925807,A
2270,20,1,1,8.016922274,0,0,3,1,1,22,16,16,17,9,8.060084974,A
2271,20,1,3,15.94169682,24,0,4,1,1,28,19,19,20,20,9.52,A+
2272,20,0,2,14.01223551,26,0,3,0,0,26,18,18,19,20,9.076664553,A+
2273,20,0,2,18.57934308,6,1,3,1,1,30,20,20,20,20,9.88,A+
2274,20,1,2,7.049625094,11,0,3,1,1,21,16,16,10,17,7.591554396,B
2275,20,0,3,17.4437027,9,1,2,1,1,29,19,19,20,20,9.82,A+
2276,20,1,3,15.69915002,28,1,0,0,0,28,19,19,20,20,9.44,A+
2277,20,1,2,7.01128124,11,1,0,1,1,21,16,16,9,15,7.638183215,B
2278,20,1,1,16.03054469,10,1,1,0,0,28,19,19,20,20,9.8,A+
2279,20,1,2,12.0907356,3,1,3,1,1,25,18,18,19,16,9.180974412,A+
2280,20,1,2,19.92198555,18,1,4,1,1,30,20,20,20,20,9.64,A+
2281,20,0,1,7.425065454,5,0,4,1,1,22,16,16,9,18,7.872440506,B
2282,20,1,2,15.22185275,24,0,0,0,0,27,19,19,20,20,9.398477624,A+
2283,20,0,2,11.16413404,8,1,4,0,0,24,17,17,16,16,8.743153783,A
2284,20,0,1,20.10600599,19,0,2,0,0,30,20,20,20,20,9.62,A+
2285,20,1,1,10.35516504,9,1,3,0,0,24,17,17,19,15,8.556438518,A
2286,20,1,1,20.18955859,4,1,1,1,1,30,20,20,20,20,9.92,A+
2287,20,0,3,19.24533546,26,0,0,0,0,30,20,20,20,20,9.48,A+
2288,20,0,1,9.42818366,12,1,2,0,0,23,17,17,16,10,8.227431222,A
2289,20,0,1,17.72176097,8,0,3,1,1,29,20,20,20,20,9.84,A+
2290,20,1,2,20.70939869,1,0,1,0,0,30,20,20,20,20,9.98,A+
2291,20,0,1,9.152535589,17,0,1,1,1,23,16,16,13,18,8.000191038,A
2292,20,1,0,12.01653375,20,0,4,0,0,25,18,18,17,19,8.687127558,A
